Year,Round,Region Number,Region Name,Winning Seed,Winning Score,Winning Team,Losing Team,Losing Score,Losing Seed
2005,3,4,South,5,78,Michigan St,Duke,68,1
2005,6,1,Championship,1,75,North Carolina,Illinois,70,1
2006,1,1,South,14,64,Northwestern St,Iowa,63,3
2006,1,1,South,12,66,Texas A&M,Syracuse,58,5
2006,1,1,South,10,58,NC State,California,52,7
2006,1,2,West,13,77,Bradley,Kansas,73,4
2006,1,2,West,10,90,Alabama,Marquette,85,7
2006,1,2,West,9,59,Bucknell,Arkansas,55,8
2006,1,3,East,11,75,George Mason,Michigan St,65,6
2006,1,4,Midwest,12,87,Montana,Nevada,79,5
2006,1,4,Midwest,11,82,Wisconsin Milwaukee,Oklahoma,74,6
2006,2,1,South,6,67,West Virginia,Northwestern St,54,14
2006,2,3,East,7,80,Wichita St,Tennessee,73,2
2006,2,3,East,11,65,George Mason,North Carolina,60,3
2006,2,3,East,5,67,Washington,Illinois,64,4
2006,2,4,Midwest,7,70,Georgetown,Ohio St,52,2
2006,3,1,South,4,62,LSU,Duke,54,1
2006,3,3,East,11,63,George Mason,Wichita St,55,7
2006,3,4,Midwest,3,57,Florida,Georgetown,53,7
2006,4,2,West,2,50,UCLA,Memphis,45,1
2006,4,3,East,11,86,George Mason,Connecticut,84,1
2006,4,4,Midwest,3,75,Florida,Villanova,62,1
2006,5,1,Final Four,2,59,UCLA,LSU,45,4
2006,5,2,Final Four,3,73,Florida,George Mason,58,11
2006,6,1,Championship,3,73,Florida,UCLA,57,2
2007,1,1,Midwest,11,74,Winthrop,Notre Dame,64,6
2007,1,1,Midwest,9,72,Purdue,Arizona,63,8
2007,1,2,West,11,79,VCU,Duke,77,6
2007,1,3,East,9,61,Michigan St,Marquette,49,8
2007,1,4,South,9,79,Xavier,BYU,77,8
2007,2,1,Midwest,7,74,UNLV,Wisconsin,68,2
2007,2,1,Midwest,5,62,Butler,Maryland,59,4
2007,2,3,East,6,78,Vanderbilt,Washington St,74,3
2007,2,3,East,5,87,USC,Texas,68,4
2007,2,4,South,5,77,Tennessee,Virginia,74,4
2007,3,1,Midwest,3,76,Oregon,UNLV,72,7
2007,4,2,West,2,68,UCLA,Kansas,55,1
2007,4,3,East,2,96,Georgetown,North Carolina,84,1
2007,5,2,Final Four,1,67,Ohio St,Georgetown,60,2
2008,1,1,East,9,86,Arkansas,Indiana,72,8
2008,1,2,Midwest,13,83,Siena,Vanderbilt,62,4
2008,1,2,Midwest,12,75,Villanova,Clemson,69,5
2008,1,2,Midwest,11,80,Kansas St,USC,67,6
2008,1,2,Midwest,10,82,Davidson,Gonzaga,76,7
2008,1,4,West,13,70,San Diego,Connecticut,69,4
2008,1,4,West,12,101,Western Kentucky,Drake,99,5
2008,1,4,West,9,67,Texas A&M,BYU,62,8
2008,2,2,Midwest,10,74,Davidson,Georgetown,70,2
2008,2,2,Midwest,12,84,Villanova,Siena,72,13
2008,2,3,South,5,65,Michigan St,Pittsburgh,54,4
2008,2,4,West,7,73,West Virginia,Duke,67,2
2008,2,4,West,12,72,Western Kentucky,San Diego,63,13
2008,3,1,East,3,79,Louisville,Tennessee,60,2
2008,3,4,West,3,79,Xavier,West Virginia,75,7
2008,5,1,Final Four,1,84,Kansas,North Carolina,66,1
2009,1,1,Midwest,13,84,Cleveland St,Wake Forest,69,4
2009,1,1,Midwest,12,84,Arizona,Utah,71,5
2009,1,1,Midwest,11,68,Dayton,West Virginia,60,6
2009,1,1,Midwest,10,72,USC,Boston College,55,7
2009,1,1,Midwest,9,74,Siena,Ohio St,72,8
2009,1,2,West,10,84,Maryland,California,71,7
2009,1,2,West,9,79,Texas A&M,BYU,66,8
2009,1,3,East,12,61,Wisconsin,Florida St,59,5
2009,1,4,South,12,76,Western Kentucky,Illinois,72,5
2009,1,4,South,10,62,Michigan,Clemson,59,7
2009,2,1,Midwest,12,71,Arizona,Cleveland St,57,13
2009,2,2,West,5,76,Purdue,Washington,74,4
2009,3,2,West,3,102,Missouri,Memphis,91,2
2009,3,3,East,3,77,Villanova,Duke,54,2
2009,4,1,Midwest,2,64,Michigan St,Louisville,52,1
2009,4,3,East,3,78,Villanova,Pittsburgh,76,1
2009,5,2,Final Four,1,83,North Carolina,Villanova,69,3
2009,6,1,Championship,1,89,North Carolina,Michigan St,72,2
2010,1,1,Midwest,14,97,Ohio,Georgetown,83,3
2010,1,1,Midwest,10,64,Georgia Tech,Oklahoma St,59,7
2010,1,1,Midwest,9,69,Northern Iowa,UNLV,66,8
2010,1,2,West,13,66,Murray St,Vanderbilt,65,4
2010,1,3,East,12,78,Cornell,Temple,65,5
2010,1,3,East,11,80,Washington,Marquette,78,6
2010,1,3,East,10,86,Missouri,Clemson,78,7
2010,1,3,East,9,81,Wake Forest,Texas,80,8
2010,1,4,South,11,51,Old Dominion,Notre Dame,50,6
2010,1,4,South,10,80,St Marys,Richmond,71,7
2010,2,1,Midwest,9,69,Northern Iowa,Kansas,67,1
2010,2,1,Midwest,6,83,Tennessee,Ohio,68,14
2010,2,1,Midwest,5,85,Michigan St,Maryland,83,4
2010,2,2,West,6,71,Xavier,Pittsburgh,68,3
2010,2,2,West,5,54,Butler,Murray St,52,13
2010,2,3,East,11,82,Washington,New Mexico,64,3
2010,2,3,East,12,87,Cornell,Wisconsin,69,4
2010,2,4,South,10,75,St Marys,Villanova,68,2
2010,3,1,Midwest,5,59,Michigan St,Northern Iowa,52,9
2010,3,1,Midwest,6,76,Tennessee,Ohio St,73,2
2010,3,2,West,5,63,Butler,Syracuse,59,1
2010,3,4,South,3,72,Baylor,St Marys,49,10
2010,4,3,East,2,73,West Virginia,Kentucky,66,1
2010,5,1,Final Four,5,52,Butler,Michigan St,50,5
2010,5,2,Final Four,1,78,Duke,West Virginia,57,2
2010,6,1,Championship,1,61,Duke,Butler,59,5
2011,1,1,East,11,66,Marquette,Xavier,55,6
2011,1,3,Southwest,13,62,Morehead St,Louisville,61,4
2011,1,3,Southwest,12,69,Richmond,Vanderbilt,66,5
2011,1,3,Southwest,11,74,VCU,Georgetown,56,6
2011,1,3,Southwest,10,57,Florida St,Texas A&M,50,7
2011,1,3,Southwest,9,73,Illinois,UNLV,62,8
2011,1,4,Southeast,11,86,Gonzaga,St Johns,71,6
2011,2,1,East,11,66,Marquette,Syracuse,62,3
2011,2,2,West,5,70,Arizona,Texas,69,4
2011,2,3,Southwest,10,71,Florida St,Notre Dame,57,2
2011,2,3,Southwest,11,94,VCU,Purdue,76,3
2011,2,3,Southwest,12,65,Richmond,Morehead St,48,13
2011,2,4,Southeast,8,71,Butler,Pittsburgh,70,1
2011,3,1,East,4,62,Kentucky,Ohio St,60,1
2011,3,2,West,5,93,Arizona,Duke,77,1
2011,3,2,West,3,74,Connecticut,San Diego St,67,2
2011,3,3,Southwest,11,72,VCU,Florida St,71,10
2011,4,2,West,3,65,Connecticut,Arizona,63,5
2011,4,3,Southwest,11,71,VCU,Kansas,61,1
2011,5,1,Final Four,3,56,Connecticut,Kentucky,55,4
2011,5,2,Final Four,8,70,Butler,VCU,62,11
2012,1,1,South,15,75,Lehigh,Duke,70,2
2012,1,1,South,12,62,VCU,Wichita St,59,5
2012,1,1,South,11,68,Colorado,UNLV,64,6
2012,1,1,South,10,67,Xavier,Notre Dame,63,7
2012,1,2,West,15,86,Norfolk St,Missouri,84,2
2012,1,2,West,9,61,St Louis,Memphis,54,8
2012,1,4,Midwest,13,65,Ohio,Michigan,60,4
2012,1,4,Midwest,12,58,South Florida,Temple,44,5
2012,1,4,Midwest,11,79,NC State,San Diego St,65,6
2012,1,4,Midwest,10,72,Purdue,St Marys,69,7
2012,2,1,South,10,70,Xavier,Lehigh,58,15
2012,2,2,West,7,84,Florida,Norfolk St,50,15
2012,2,3,East,6,62,Cincinnati,Florida St,56,3
2012,2,4,Midwest,11,88,NC State,Georgetown,63,3
2012,3,1,South,3,75,Baylor,Xavier,70,10
2012,3,2,West,4,57,Louisville,Michigan St,44,1
2012,4,3,East,2,77,Ohio St,Syracuse,70,1
2012,4,4,Midwest,2,80,Kansas,North Carolina,67,1
2012,5,2,Final Four,2,64,Kansas,Ohio St,62,2
2013,1,1,Midwest,12,68,Oregon,Oklahoma St,55,5
2013,1,2,West,14,68,Harvard,New Mexico,62,3
2013,1,2,West,13,63,La Salle,Kansas St,61,4
2013,1,2,West,12,57,Ole Miss,Wisconsin,46,5
2013,1,2,West,10,76,Iowa St,Notre Dame,58,7
2013,1,2,West,9,73,Wichita St,Pittsburgh,55,8
2013,1,3,South,15,78,Florida Gulf Coast,Georgetown,68,2
2013,1,3,South,11,83,Minnesota,UCLA,63,6
2013,1,4,East,12,64,California,UNLV,61,5
2013,1,4,East,9,76,Temple,NC State,72,8
2013,2,1,Midwest,12,74,Oregon,St Louis,57,4
2013,2,2,West,9,76,Wichita St,Gonzaga,70,1
2013,2,2,West,6,74,Arizona,Harvard,51,14
2013,3,3,South,4,87,Michigan,Kansas,85,1
2013,3,3,South,3,62,Florida,Florida Gulf Coast,50,15
2013,3,4,East,4,61,Syracuse,Indiana,50,1
2013,3,4,East,3,71,Marquette,Miami,61,2
2014,1,1,South,12,77,Stephen F Austin,VCU,75,5
2014,1,1,South,11,60,Dayton,Ohio St,59,6
2014,1,1,South,10,58,Stanford,New Mexico,53,7
2014,1,1,South,9,77,Pittsburgh,Colorado,48,8
2014,1,2,East,12,61,Harvard,Cincinnati,57,5
2014,1,3,West,12,80,North Dakota St,Oklahoma,75,5
2014,1,4,Midwest,14,78,Mercer,Duke,71,3
2014,1,4,Midwest,11,86,Tennessee,Massachusetts,67,6
2014,2,1,South,10,60,Stanford,Kansas,57,2
2014,2,1,South,11,55,Dayton,Syracuse,53,3
2014,2,2,East,7,77,Connecticut,Villanova,65,2
2014,2,3,West,6,85,Baylor,Creighton,55,3
2014,2,4,Midwest,8,78,Kentucky,Wichita St,76,1
2014,2,4,Midwest,11,83,Tennessee,Mercer,63,14
2014,3,1,South,11,82,Dayton,Stanford,72,10
2014,3,2,East,4,61,Michigan St,Virginia,59,1
2014,4,2,East,7,60,Connecticut,Michigan St,54,4
2014,4,3,West,2,64,Wisconsin,Arizona,63,1
2014,5,1,Final Four,7,63,Connecticut,Florida,53,1
2014,5,2,Final Four,8,74,Kentucky,Wisconsin,73,2
2015,1,2,West,14,57,Georgia St,Baylor,56,3
2015,1,2,West,10,75,Ohio St,VCU,72,7
2015,1,3,East,11,66,Dayton,Providence,53,6
2015,1,4,South,14,60,UAB,Iowa St,59,3
2015,1,4,South,11,60,UCLA,SMU,59,6
2015,2,1,Midwest,7,78,Wichita St,Kansas,65,2
2015,2,1,Midwest,5,69,West Virginia,Maryland,59,4
2015,2,2,West,6,75,Xavier,Georgia St,67,14
2015,2,3,East,8,71,NC State,Villanova,68,1
2015,2,3,East,7,60,Michigan St,Virginia,54,2
2015,2,4,South,11,92,UCLA,UAB,75,14
2015,2,4,South,5,75,Utah,Georgetown,64,4
2015,3,1,Midwest,3,81,Notre Dame,Wichita St,70,7
2015,3,3,East,4,75,Louisville,NC State,65,8
2015,4,3,East,7,76,Michigan St,Louisville,70,4
2015,5,1,Final Four,1,71,Wisconsin,Kentucky,64,1
2015,5,2,Final Four,1,81,Duke,Michigan St,61,7
2015,6,1,Championship,1,68,Duke,Wisconsin,63,1
2016,1,1,South,13,77,Hawaii,California,66,4
2016,1,1,South,11,65,Wichita St,Arizona,55,6
2016,1,1,South,9,74,Connecticut,Colorado,67,8
2016,1,2,West,12,79,Yale,Baylor,75,5
2016,1,2,West,11,75,Northern Iowa,Texas,72,6
2016,1,2,West,10,75,VCU,Oregon St,67,7
2016,1,3,East,14,70,Stephen F Austin,West Virginia,56,3
2016,1,3,East,9,70,Providence,USC,69,8
2016,1,4,Midwest,15,90,Middle Tennessee St,Michigan St,81,2
2016,1,4,Midwest,12,85,Arkansas Little Rock,Purdue,83,5
2016,1,4,Midwest,11,68,Gonzaga,Seton Hall,52,6
2016,1,4,Midwest,10,70,Syracuse,Dayton,51,7
2016,1,4,Midwest,9,71,Butler,Texas Tech,61,8
2016,2,1,South,5,73,Maryland,Hawaii,60,13
2016,2,3,East,7,66,Wisconsin,Xavier,63,2
2016,2,3,East,6,76,Notre Dame,Stephen F Austin,75,14
2016,2,3,East,5,73,Indiana,Kentucky,67,4
2016,2,4,Midwest,10,75,Syracuse,Middle Tennessee St,50,15
2016,2,4,Midwest,11,82,Gonzaga,Utah,59,3
2016,3,3,East,6,61,Notre Dame,Wisconsin,56,7
2016,4,1,South,2,64,Villanova,Kansas,59,1
2016,4,2,West,2,80,Oklahoma,Oregon,68,1
2016,4,4,Midwest,10,68,Syracuse,Virginia,62,1
2017,1,1,East,11,66,USC,SMU,65,6
2017,1,2,West,11,76,Xavier,Maryland,65,6
2017,1,3,Midwest,11,84,Rhode Island,Creighton,72,6
2017,1,3,Midwest,9,78,Michigan St,Miami,58,8
2017,1,4,South,12,81,Middle Tennessee St,Minnesota,72,5
2017,1,4,South,10,64,Wichita St,Dayton,58,7
2017,2,1,East,8,65,Wisconsin,Villanova,62,1
2017,2,1,East,7,88,South Carolina,Duke,81,2
2017,2,2,West,11,91,Xavier,Florida St,66,3
2017,2,3,Midwest,7,73,Michigan,Louisville,69,2
2017,3,1,East,4,84,Florida,Wisconsin,83,8
2017,3,2,West,11,73,Xavier,Arizona,71,2
2017,3,3,Midwest,3,69,Oregon,Michigan,68,7
2017,4,1,East,7,77,South Carolina,Florida,70,4
2017,4,3,Midwest,3,74,Oregon,Kansas,60,1
2017,5,1,Final Four,1,77,Gonzaga,South Carolina,73,7
2017,5,2,Final Four,1,77,North Carolina,Oregon,76,3
2017,6,1,Championship,1,71,North Carolina,Gonzaga,65,1
2018,1,1,South,16,74,UMBC,Virginia,54,1
2018,1,1,South,13,89,Buffalo,Arizona,68,4
2018,1,1,South,11,64,Loyola Chicago,Miami,62,6
2018,1,1,South,9,69,Kansas St,Creighton,59,8
2018,1,2,West,9,67,Florida St,Missouri,54,8
2018,1,3,East,13,81,Marshall,Wichita St,75,4
2018,1,3,East,10,79,Butler,Arkansas,62,7
2018,1,3,East,9,86,Alabama,Virginia Tech,83,8
2018,1,4,Midwest,11,57,Syracuse,TCU,52,6
2018,2,1,South,9,50,Kansas St,UMBC,43,16
2018,2,1,South,7,75,Nevada,Cincinnati,73,2
2018,2,1,South,11,63,Loyola Chicago,Tennessee,62,3
2018,2,1,South,5,95,Kentucky,Buffalo,75,13
2018,2,2,West,9,75,Florida St,Xavier,70,1
2018,2,2,West,7,86,Texas A&M,North Carolina,65,2
2018,2,3,East,5,94,West Virginia,Marshall,71,13
2018,2,4,Midwest,11,55,Syracuse,Michigan St,53,3
2018,2,4,Midwest,5,84,Clemson,Auburn,53,4
2018,3,1,South,11,69,Loyola Chicago,Nevada,68,7
2018,3,2,West,3,99,Michigan,Texas A&M,72,7
2018,3,3,East,3,78,Texas Tech,Purdue,65,2
2018,4,1,South,11,78,Loyola Chicago,Kansas St,62,9
2018,4,2,West,3,58,Michigan,Florida St,54,9
2018,5,1,Final Four,3,69,Michigan,Loyola Chicago,57,11
2018,6,1,Championship,1,79,Villanova,Michigan,62,3
